index,state_cat,cd_cat,age_cat,gender_cat,race_cat,hispanic_cat,educ_cat,cell_pop,state_abbrv,state_cd,vote_choice
1988,55,4,33-37,Male,White,Not Hispanic,4-year,3952.2446,WI,WI-4,Did not vote
1989,6,49,48-52,Female,Asian,Not Hispanic,Some college,286.2066224267876,CA,CA-49,Did not vote
1990,6,19,28-32,Female,Other/Multi,Hispanic,4-year,1392.2751792250515,CA,CA-19,Did not vote
1991,37,13,43-47,Female,Black,Not Hispanic,Post-grad,1015.716910448559,NC,NC-13,Democrat
1992,18,1,38-42,Male,White,Not Hispanic,HS grad,4941.878100000001,IN,IN-1,Democrat
1993,6,10,53-57,Male,White,Not Hispanic,Post-grad,3257.159406006404,CA,CA-10,Democrat
1994,26,10,53-57,Male,Black,Not Hispanic,4-year,232.2988,MI,MI-10,Democrat
1995,42,5,48-52,Female,Black,Not Hispanic,Some college,1456.1324,PA,PA-5,Democrat
1996,13,12,48-52,Male,White,Not Hispanic,No HS,955.4835000000002,GA,GA-12,Democrat
1997,17,16,38-42,Female,Asian,Not Hispanic,Some college,37.48780000000001,IL,IL-16,Democrat
1998,48,8,43-47,Female,White,Not Hispanic,Some college,1881.500097056247,TX,TX-8,Democrat
1999,29,5,18-22,Male,Black,Not Hispanic,HS grad,1959.664456241363,MO,MO-5,Democrat
